Company Name (EN),Company Name (FA),Website,Company URL,Lower Employee Count,Upper Employee Count,Business Area,Founded Year
Abadis Pasargad,آبادیس پاسارگاد,http://abadispasargad.com,https://jobinja.ir/companies/abadispasargad/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Fazar Tajhiz,فزار تجهیز,http://www.fazar-tajhiz.com,https://jobinja.ir/companies/fazar-tajhiz-1/jobs,N/A,N/A,واردات و صادرات,N/A
Ceramoza,سرامُزا,http://ceramoza.com,https://jobinja.ir/companies/ceramoza-1/jobs,N/A,N/A,معماری و عمران,N/A
Navid,شرکت فنی و مهندسی نوید,http://navidtc.com,https://jobinja.ir/companies/navid-1/jobs,N/A,N/A,تولید و صنایع,N/A
Kian Zarrin,کیان زرین,http://kianzarrin.com,https://jobinja.ir/companies/kian-zarrin/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
Rooz Mehr Clinic,کلینیک روزمهر,https://vanakclinic.net,https://jobinja.ir/companies/tolo-clinic/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Oghab Afshan Ind. & Mfg. Co.,تولیدی و صنعتی عقاب افشان,http://www.oghabafshan.com,https://jobinja.ir/companies/oghab-afshan-ind-mfg-co/jobs,N/A,N/A,خودروسازی,N/A
Nik Pump,نیک پمپ,http://Www.nikpump.com,https://jobinja.ir/companies/nik-pump/jobs,N/A,N/A,تولید و صنایع,N/A
Kahkeshanian,کهکشانیان,http://www.gol-online.com,https://jobinja.ir/companies/kahkeshanian/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Kia Noor,کیانورسازان دیبا,http://www.kia-noor.com,https://jobinja.ir/companies/kianoor/jobs,N/A,N/A,تولید و صنایع,N/A
Baffco,به اندیشی و فناوری فردا,http://www.BAFFCO.COM,https://jobinja.ir/companies/baffco/jobs,N/A,N/A,تولید و صنایع,N/A
Podingo,پادینگو,http://Podingo.com,https://jobinja.ir/companies/podingo/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
Yasamajd,موسسه حققی یاسای مجد,http://Yasamajd.com,https://jobinja.ir/companies/law-ofice/jobs,N/A,N/A,وکالت و حقوقی,N/A
Qt Clothes,کیوتی,http://www.qtclothes.com,https://jobinja.ir/companies/qt-clothes/jobs,N/A,N/A,تولید و صنایع,N/A
Peyda Service Makdeghar,پیداسرویس ماندگار,http://www.peydaservice.com,https://jobinja.ir/companies/peydaservicemakdeghar/jobs,N/A,N/A,واردات و صادرات,N/A
MT ROYAL COMPANY,ام تی رویال,https://mtroyal.com.tr/fa,https://jobinja.ir/companies/mt-royal-company/jobs,N/A,N/A,تولید و صنایع,N/A
Peno Home,پنو هوم,http://penohome.ir,https://jobinja.ir/companies/penohome/jobs,N/A,N/A,تولید و صنایع,N/A
Neper,نپر,http://www.neperco.com,https://jobinja.ir/companies/neper/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Rosha Soft,نرم افزاری روشا,http://www.roshasoft.com,https://jobinja.ir/companies/rosha-soft/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Darben co,داربن پارس افرا,http://darbenco.com,https://jobinja.ir/companies/darben-co/jobs,N/A,N/A,واردات و صادرات,N/A
Mostaan,مستعان,http://www.mostaan.org,https://jobinja.ir/companies/mostaan/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Meraki Dexign,مراکی دیزاین,http://www.merakidexign.com,https://jobinja.ir/companies/meraki-dexign/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Ava battery,آوا باطری,http://avabattery.com,https://jobinja.ir/companies/ava-battery/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Zarrin Torang Pars,زرین ترنج پارس,http://www.goldentorang.com,https://jobinja.ir/companies/zarrin-torang-pars/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Zist Pardazesh Aria,زیست پردازش آریا,http://Zistpardazesh.ir,https://jobinja.ir/companies/zist-pardazesh-aria/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Hanif Cold Storage,سردخانه حنیف,http://www.hanif-co.com,https://jobinja.ir/companies/hanifcoldstorage/jobs,N/A,N/A,کشاورزی,N/A
MRT Team,تعمیرات موبایل مرآت,http://www.mrt-team.com,https://jobinja.ir/companies/mrt-team-1/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Amiran,کالای امیران,http://amirantoyo.com,https://jobinja.ir/companies/amiran-17/jobs,N/A,N/A,معماری و عمران,N/A
Sedaghat Bar,باربری صداقت بار,https://www.sedaghatbar.com/,https://jobinja.ir/companies/sedaghatbar/jobs,N/A,N/A,حمل و نقل، لاجستیک و انبارداری,N/A
Zagros,زاگرس,http://Zagpro.ir,https://jobinja.ir/companies/zagros-10/jobs,N/A,N/A,خودروسازی,N/A
Creatingly,Creatingly,http://www.creatingly.com,https://jobinja.ir/companies/creatingly/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Samen Sanat Aria,تولیدی بازرگانی ثامن صنعت آریا,https://t.me/SamenSanatAria,https://jobinja.ir/companies/samen-sanat-aria/jobs,N/A,N/A,تولید و صنایع,N/A
Rahbaran Sabz Anosh,راهبران سبز آنوش,http://anoshco.com,https://jobinja.ir/companies/rahbaran-sabz-anosh/jobs,N/A,N/A,تولید و صنایع,N/A
Noyan Shafa Iranian,نویان شفا ایرانیان,http://Www.noyanshafa.ir,https://jobinja.ir/companies/noyan-shafa-iranian/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Iranian science tree,درخت دانش ایرانیان,https://www.cedrina.net,https://jobinja.ir/companies/iranian-science-tree/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Danoosh Darou Company,دانوش داروی ایرانیان,http://danooshdarou.ir/,https://jobinja.ir/companies/danoosh-darou-company/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Iran Toseeh,ایران توسعه,http://Irantc.ir,https://jobinja.ir/companies/iran-toseeh/jobs,N/A,N/A,گردشگری و هتل‌ها,N/A
Larix shop,لاریکس شاپ,https://larixshop.com/,https://jobinja.ir/companies/larix-shop-1/jobs,N/A,N/A,معماری و عمران,N/A
Pishro Talashgaran,پیشرو تلاشگران,https://pishro-talashgaran.com/,https://jobinja.ir/companies/pishro-talashgaran/jobs,N/A,N/A,واردات و صادرات,N/A
Digital Gostar Parsian,دیجیتال گستر پارسیان,https://dgparsian.com/,https://jobinja.ir/companies/digital-gostar-parsian/jobs,N/A,N/A,تولید و صنایع,N/A
"Toseh Tejarat Iravani CO.,LTD",توسعه تجارت ایروانی,http://www.iravanitrading.com,https://jobinja.ir/companies/toseh-tejarat-iravani-co-ltd/jobs,N/A,N/A,واردات و صادرات,N/A
Carina,کارینا,http://Carinatower.com,https://jobinja.ir/companies/carina/jobs,N/A,N/A,معماری و عمران,N/A
Ajdaderam,اجداد ارم,http://rjobps.co@gmail.com,https://jobinja.ir/companies/ajdaderam/jobs,N/A,N/A,کشاورزی,N/A
Owj Media,سازمان اوج,http://www.owjmedia.org/,https://jobinja.ir/companies/owj-media/jobs,N/A,N/A,رسانه و انتشارات,N/A
Brite Group,برایت,http://briteads.ir,https://jobinja.ir/companies/brite-ads/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Karno,کارنو,https://floorcell.com/,https://jobinja.ir/companies/karno-8/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Ganjnameh Recreational and Tourist Village,دهکده تفریحی توریستی گنج نامه,http://ganjname.net,https://jobinja.ir/companies/ganjnameh-recreational-and-tourist-village/jobs,N/A,N/A,گردشگری و هتل‌ها,N/A
Orum Sanat Saman,اروم صنعت سامان,http://www.orumtrailer.com,https://jobinja.ir/companies/orum-sanat-saman/jobs,N/A,N/A,خودروسازی,N/A
Caspian,سطح پوش کاسپین,http://s.p.caspian@gmail.com,https://jobinja.ir/companies/caspian-24/jobs,N/A,N/A,تولید و صنایع,N/A
Karo Pet Shop,پت شاپ کارو,http://karopet.com,https://jobinja.ir/companies/karo-pet-shop/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Dara,دارا,http://Darafoods.com,https://jobinja.ir/companies/dara-6/jobs,N/A,N/A,تولید و صنایع,N/A
Loovi,لووی,http://loovi.co,https://jobinja.ir/companies/loovi/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
ProChem Business Ltd.,پروکم بیزینس,https://www.prochembusiness.com,https://jobinja.ir/companies/prochem-business-ltd/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Sakhtafzarhekmatiranian,سخت افزار حکمت ایرانیان,http://Https://jaziresakhtafzar.ir,https://jobinja.ir/companies/sakhtafzarhekmatiranian/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Kardoor,کاردور,http://WWW.KARDOOR.IR,https://jobinja.ir/companies/kardoor/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Daftare Hoghoghi Dadsan,دفتر حقوقی دادسان,http://dadsun.app.ir,https://jobinja.ir/companies/daftare-hoghoghi/jobs,N/A,N/A,وکالت و حقوقی,N/A
Rahvar Samaneh,رهوار سامانه,http://Rasama.ir,https://jobinja.ir/companies/rahvar-samaneh/jobs,N/A,N/A,تولید و صنایع,N/A
Cafe Amoozesh,کافه آموزش,https://cafeamoozesh.com,https://jobinja.ir/companies/cafeamoozesh/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Roc Holding,هلدینگ رخ,https://rocdirectory.com/,https://jobinja.ir/companies/roc-holding/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Zagros,زاگرس,http://zagroscompany.com,https://jobinja.ir/companies/zagros-9/jobs,N/A,N/A,تولید و صنایع,N/A
Fargene Pouyesh Jam,فرژن پویش جم,http://www.fargene.com,https://jobinja.ir/companies/fargene-pouyesh-jam/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Gorooh Paya Ertebatat Rwin,گروه پایا ارتباطات آروین,http://www.rwingroup.ir,https://jobinja.ir/companies/gorooh-paya-ertebatat-rwin/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Naghmehkiumarsi,فروشگاه نغمه كيومرثی,http://www.Naghmehkiumarsi.org,https://jobinja.ir/companies/naghmehkiumarsi/jobs,N/A,N/A,تولید و صنایع,N/A
Foroshgah Ahmadi,فروشگاه لوازم خانگی احمدی,http://www.zhivaar.com,https://jobinja.ir/companies/foroshgah-markazi/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Mokhtar Holding,هلدینگ مختار,http://mokhtarco.com,https://jobinja.ir/companies/mokhtar-holding/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Jalgo,جالگو,https://jalgo.ir,https://jobinja.ir/companies/jalgo-1/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Imazh Studio,استودیو برندینگ ایماژ,http://imazh.studio,https://jobinja.ir/companies/imazh-studio-1/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Xabiz,ژابیز,http://Xabizco.com,https://jobinja.ir/companies/xabiz/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Vira Saze,ویرا سازه,http://virasaze.com,https://jobinja.ir/companies/vira-saze/jobs,N/A,N/A,معماری و عمران,N/A
Morakab iran,تولیدی مرکب ایران,http://www.iranink.com,https://jobinja.ir/companies/morakab-iran/jobs,N/A,N/A,تولید و صنایع,N/A
electiner,الکتاینر,http://www.electiner.com,https://jobinja.ir/companies/electiner/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
WT Group,گروه فنی مهندسی مثلث چوبی,http://wtgroup.ir,https://jobinja.ir/companies/wtgroup/jobs,N/A,N/A,معماری و عمران,N/A
JMB,جهان مجد بصیر,http://Jahanmajd.com,https://jobinja.ir/companies/jmb/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Isfahan Mag,اصفهان مگ,http://Isfahanmag.com,https://jobinja.ir/companies/isfahanmag/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Raha Pardazesh Maham,رها پردازش مهام,http://raha.pardazeshmaham,https://jobinja.ir/companies/raha-pardazesh-maham/jobs,N/A,N/A,مخابرات و ارتباطات (تلکام),N/A
Pavan,ارتباط گستر رشد پاوان,http://pavan.ir,https://jobinja.ir/companies/pavan-6/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Soroush App,سروش اَپ,https://Soroush.app,https://jobinja.ir/companies/soroush-app/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Pouyamachinetec,پویا ماشین تک,https://pouyamachinetec.com/,https://jobinja.ir/companies/pouyamachinetec/jobs,N/A,N/A,تولید و صنایع,N/A
Dayana Gasht Pars,دایاناگشت پارس,https://www.dayanatravel.com/,https://jobinja.ir/companies/dayana-gasht-pars/jobs,N/A,N/A,گردشگری و هتل‌ها,N/A
Altairgames,التائر گیمز,http://www.altairgames.com,https://jobinja.ir/companies/altairgames/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
ZigZig,زیگ زیگ,http://www.zigzigtoys.ir,https://jobinja.ir/companies/zigzig/jobs,N/A,N/A,تولید و صنایع,N/A
Zageros Carousel,زاگرس کاروسل,https://instagram.com/zagros596,https://jobinja.ir/companies/zageros-carousel/jobs,N/A,N/A,تولید و صنایع,N/A
Hame Karaa,همه کارا,http://www.hamekaraa.com,https://jobinja.ir/companies/hamekaraa/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Padina Intelligent Systems,سامانه‌های هوشمند پادینا,http://www.padinasystems.com/,https://jobinja.ir/companies/padina-intelligent-systems/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Noafarin VC Fund,صندوق سرمایه گذاری نوآفرین,http://noafarinfund.ir,https://jobinja.ir/companies/noafarin-vc-fund/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Palizalamara,پالیز عالم آرا,http://alamara.ir,https://jobinja.ir/companies/palizalamara/jobs,N/A,N/A,واردات و صادرات,N/A
Dinatoos,دیناتوس,http://www.dinafood.com,https://jobinja.ir/companies/dinatoos/jobs,N/A,N/A,تولید و صنایع,N/A
Negin Tejarat Ideh,نگین تجارت ایده,http://www.negintrading.ir,https://jobinja.ir/companies/negin-tejarat-ideh/jobs,N/A,N/A,واردات و صادرات,N/A
Com Niroo Fidar,کام نیرو فیدار,http://www.comniroo.com,https://jobinja.ir/companies/com-niroo-fidar/jobs,N/A,N/A,نیرو,N/A
IFA SANAT TABA engineering and service Co,شرکت مهندسی و خدمات ایفا صنعت تابا,http://www.tabaservice.com,https://jobinja.ir/companies/ifa-sanat-taba-engineering-and-service-co/jobs,N/A,N/A,نفت و گاز,N/A
Partvanak Agency,خدمات مسافرت هوایی و جهانگردی پارت ونک,http://partvanak.ir,https://jobinja.ir/companies/partvanak-agency/jobs,N/A,N/A,گردشگری و هتل‌ها,N/A
Tose tejarat morvarid zayande rod,توسعه تجارت مروارید زاینده رود,http://www.lioona.com,https://jobinja.ir/companies/tose-tejarat-morvarid-zayande-rod/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Anitun,آنیتون,https://blog.anitun.ir/,https://jobinja.ir/companies/anitun/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Saba Educational Complex,مجتمع آموزشی صبا,http://sabaschool.ir,https://jobinja.ir/companies/saba-educational-complex/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
parsfouladmobin,پارس فولاد مبین,https://parsfouladmobin.com,https://jobinja.ir/companies/parsfouladmobin/jobs,N/A,N/A,تولید و صنایع,N/A
Academy,اکادمی داوود شریفی,http://www.davoodsharifi.com,https://jobinja.ir/companies/academy-4/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Dehkade,دهکده,http://Www.dehkadeco.com,https://jobinja.ir/companies/dehkade/jobs,N/A,N/A,تولید و صنایع,N/A
Tadbir Amn Gostar Aco,تدبیر امن گستر آکو,http://www.acosecure.com,https://jobinja.ir/companies/tadbir-amn-gostar-aco/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Suraw,فروشگاه آرایشی و بهداشتی سوراو,https://suraw.com,https://jobinja.ir/companies/suraw/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Petro ab hayat kala,پترواب حیات کالا,https://abhayatkala.com/,https://jobinja.ir/companies/petro-ab-hayat-kala/jobs,N/A,N/A,کشاورزی,N/A
Bazidone,بازی دونه,http://bazidone.com,https://jobinja.ir/companies/bazidone/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Vira,ویرا,http://vira-fi.ir,https://jobinja.ir/companies/vira-414/jobs,N/A,N/A,سرمایه‌گذاری و تحلیل کسب‌وکار,N/A
Airtemp,ایرتمپ,http://airtemp.ir,https://jobinja.ir/companies/airtemp-1/jobs,N/A,N/A,تولید و صنایع,N/A
Madresah sokhan,موسسه شهریاران سخن,http://www.sokhanvari.com,https://jobinja.ir/companies/madresah-sokhan/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
Pinno Intelligent Communications,ارتباطات هوشمند پینو,http://pinno.app,https://jobinja.ir/companies/pinno-intelligent-communications/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
AlpalphaSchool,مدرسه ریاضی آلفا,https://alphaschool.ir,https://jobinja.ir/companies/alpalphaschool/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
Iraneuropa,ایران اروپا,http://iraneuropa.com,https://jobinja.ir/companies/iraneuropa/jobs,N/A,N/A,وکالت و حقوقی,N/A
Salam Shop,سلام شاپ,http://salamshop.ir,https://jobinja.ir/companies/salam-9/jobs,N/A,N/A,فرهنگی و ورزشی,N/A
Pardisan,مهندسی پردیسان,http://www.pardisan-co.com,https://jobinja.ir/companies/pardisan-19/jobs,N/A,N/A,تولید و صنایع,N/A
Lensoplus,لنزوپلاس,http://lensoplus.com,https://jobinja.ir/companies/lensoplus/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
C.B.Company,مدیریت کسب و کار کربن چاشت,http://Carbon.family.com,https://jobinja.ir/companies/c-b-c-company/jobs,N/A,N/A,غذا و رستوران‌ها,N/A
Safirane Saderat,گروه بین الملل توسعه بازار سفیران صادرات,http://www.irex2world.com,https://jobinja.ir/companies/safirane-saderat/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Aburaihan,داروسازی ابوریحان,http://aburaihan.com,https://jobinja.ir/companies/aburaihan/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
studio wizard,استودیو ویزارد,https://wizarddm.com/,https://jobinja.ir/companies/studio-wizard/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Abram,آبرام (آب راهبر محاسب ),https://abram-lab.ir,https://jobinja.ir/companies/abram/jobs,N/A,N/A,استاندارد و کنترل‌کیفیت,N/A
Shahr Computer,شهر کامپیوتر,https://shahrcomputer.com/,https://jobinja.ir/companies/shahrcomputer/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Agahaneh Business School,مدرسه کسب و کار آگاهانه,http://www.agahaneh-bs.ir,https://jobinja.ir/companies/agahaneh-business-school/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
Next Techs,هلدینگ شب سواران ساحل هستی,https://www.instagram.com/tv/CgbuDlWo2lY/?igshid=YmMyMTA2M2Y=,https://jobinja.ir/companies/next-techs/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Borna Rad,برنا راد,http://www.bornarad.com,https://jobinja.ir/companies/bornarad/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Kakh Dental Clinic,کلینیک دندانپزشکی کاخ,https://www.kakh.clinic/,https://jobinja.ir/companies/kakh-dental-clinic/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Payesh Abzar,پایش ابزار,http://www.payeshabzar.com,https://jobinja.ir/companies/payesh-abzar/jobs,N/A,N/A,استاندارد و کنترل‌کیفیت,N/A
Laven,لاون,https://icallpartner.ir,https://jobinja.ir/companies/laven/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Asoo,موسسه هنری رسانه ای آسو,http://www.asooartmedia.ir,https://jobinja.ir/companies/asoo-4/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Advanced Medical Technology,فناوری طب پیشرفته,http://www.amt-co.net,https://jobinja.ir/companies/advanced-medical-technology/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Deqat Tajhiz,دقت تجهیز,http://deqattajhiz.ir,https://jobinja.ir/companies/deqattajhiz/jobs,N/A,N/A,خودروسازی,N/A
TD Collection,تی دی,http://www.td-collection.com,https://jobinja.ir/companies/td-collection/jobs,N/A,N/A,تولید و صنایع,N/A
ABM Sanat Iranian,ای بی ام صنعت ایرانیان,http://www.abmsafety.com,https://jobinja.ir/companies/abm-sanat-iranian-1/jobs,N/A,N/A,نفت و گاز,N/A
Sanat Resan Pouriya,صنعت رسان پوریا,http://info@sanatresanpouriya.com,https://jobinja.ir/companies/sanatresan-pouriya/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Exirpergas,اکسیر پرگاس,http://www.exirpergas.com,https://jobinja.ir/companies/exirpergas/jobs,N/A,N/A,تولید و صنایع,N/A
Samir Graphic pub,انتشارات سمیر گرافیک,http://iransarresid.com,https://jobinja.ir/companies/samir-graphic-pub/jobs,N/A,N/A,رسانه و انتشارات,N/A
Vahhaj Sanat Energy,وهاج صنعت انرژی,http://www.Vahhaj.com,https://jobinja.ir/companies/vahhaj-sanat-energy/jobs,N/A,N/A,تولید و صنایع,N/A
Sarv Rouyesh,سرو رویش,http://sarvrooyesh.ir,https://jobinja.ir/companies/%D8%B3%D8%B4%D9%82%D8%B1-%D9%82%D8%AE%D8%AE%D8%BA%D8%AB%D8%B3%D8%A7/jobs,N/A,N/A,کشاورزی,N/A
Zaman Avaran Pishro,زمان آوران پیشرو,http://Saati.watch,https://jobinja.ir/companies/zaman-avaran-pishro/jobs,N/A,N/A,واردات و صادرات,N/A
Heropin,هیروپین,http://heropin.ir,https://jobinja.ir/companies/heropin/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Parsian Electronic Sirvan,پارسیان الکترونیک سیروان,http://www.hiska.ir,https://jobinja.ir/companies/parsian-electronic-sirvan/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Baharestan Color Company,رنگ بهارستان,https://baharestan-rang.com/,https://jobinja.ir/companies/baharestan-color-company/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Tose Tajhiz Samir,توسعه تجهیز سمیر,http://smartboard.ir,https://jobinja.ir/companies/tose-tajhiz-samir/jobs,N/A,N/A,واردات و صادرات,N/A
Nasir Omran Ariya,نصیر عمران آریا,https://nasiromran.com/,https://jobinja.ir/companies/nasir-omran-ariya/jobs,N/A,N/A,معماری و عمران,N/A
Oxinphysio,کلینیک اکسین,http://www.oxinphysio.com,https://jobinja.ir/companies/oxinphysio/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
MARTIA,مارتیا,http://martiabrand.com/,https://jobinja.ir/companies/martia/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Pioio,پیویو,http://pioio.com,https://jobinja.ir/companies/pioio/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Ahan Atlas,آهن اطلس,https://ahanatlas.com/,https://jobinja.ir/companies/ahan-atlas/jobs,N/A,N/A,معماری و عمران,N/A
Kimia Negar Sabz Sadr,کیمیا نگار سبز صدر,http://NEGARSADR.IR,https://jobinja.ir/companies/kimia-negar-sabz-sadr/jobs,N/A,N/A,واردات و صادرات,N/A
Matcoiner,متکوینر,http://www.matcoiner.com,https://jobinja.ir/companies/matcoiner-1/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Alo Teflon,الو تفلون,http://www.alo-teflon.com,https://jobinja.ir/companies/aloteflon/jobs,N/A,N/A,تولید و صنایع,N/A
Kolbino,کلبینو,http://www.kolbino.com,https://jobinja.ir/companies/kolbino/jobs,N/A,N/A,املاک و مستغلات,N/A
Tallguy Digital Marketing Agency (TGA),آژانس دیجیتال مارکتینگ تال‌گای (TGA),https://tallguyagency.com/,https://jobinja.ir/companies/tallguy-digital-marketing-agency-tga/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Mana Green Energy,بنیان انرژی سبز مانا,http://www.nonaa.ir,https://jobinja.ir/companies/mana-green-energy/jobs,N/A,N/A,تولید و صنایع,N/A
Tech in Gas,تکین گاز,https://pagmarket.ir/,https://jobinja.ir/companies/tech-in-gas/jobs,N/A,N/A,معماری و عمران,N/A
MrGhasab,فروشگاه اینترنتی مسترقصاب,http://www.mrghasab.com,https://jobinja.ir/companies/mrghasab/jobs,N/A,N/A,تولید و صنایع,N/A
Mehr Asl,مهر اصل,http://www.mehrasl.ir,https://jobinja.ir/companies/mehr-asl/jobs,N/A,N/A,تولید و صنایع,N/A
Arnics,آرنیکس,http://www.arnics.ir,https://jobinja.ir/companies/arnics/jobs,N/A,N/A,تولید و صنایع,N/A
ABA,آبا,http://www.tajhizsho.com,https://jobinja.ir/companies/aba-3/jobs,N/A,N/A,تولید و صنایع,N/A
DafinehStone,دفینه سنگ,http://dafinehstone.co,https://jobinja.ir/companies/dafinehstone/jobs,N/A,N/A,معماری و عمران,N/A
Mahan Teb,ماهان طب,https://mahantebco.com,https://jobinja.ir/companies/%D9%85%D8%A7%D9%87%D8%A7%D9%86-%D8%B7%D8%A8/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Kilid Psychology Consultants Group,گروه مشاورین کلید,https://yourkilid.com/,https://jobinja.ir/companies/kilid-psychology-consultants-group/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Rahian Safir Pars Giti Group,گروه راهیان سفیر پارس گیتی,http://www.safirgiti.com,https://jobinja.ir/companies/rahian-safir-pars-giti-group/jobs,N/A,N/A,گردشگری و هتل‌ها,N/A
Tahvieh Iranian,باستان تهویه ایرانیان,https://tahviehiranian.com/,https://jobinja.ir/companies/tahvieh-iranian/jobs,N/A,N/A,تولید و صنایع,N/A
Solarsandros,سولارسندروس,http://www.solarsandross.com/,https://jobinja.ir/companies/solarsandros/jobs,N/A,N/A,تولید و صنایع,N/A
